"id","sigla_instituicao","uf_instituicao","pais_instituicao","qtd_formacoes"
8152,"CNEC","MG","Brasil","11"
8739,"UHOKKAIDO","","Japão","11"
8072,"COLMEX","","México","11"
1995,"UACH","","Chile","11"
10581,"QU","","Canadá","11"
9820,"CEPFDC","RJ","Brasil","10"
11139,"UG","","Estados Unidos","10"
813,"CLARKU","","Estados Unidos","10"
4204,"ESCEME","RJ","Brasil","10"
20985,"SCIENCESPOTOUL","","França","10"
2887,"VITECH","","Estados Unidos","10"
2658,"CAL","","Estados Unidos","10"
16856,"STSC","SP","Brasil","10"
11019,"UDS","","Camarões","10"
13390,"USPFCFRP","SP","Brasil","10"
20002,"UJM","","França","10"
988,"UFRJIE","RJ","Brasil","10"
7271,"CAVUFPE","PE","Brasil","10"
6336,"CAEN","CE","Brasil","10"
18377,"UNIVERSIDADINTE","","Paraguai","10"
12695,"FAFESP","SP","Brasil","10"
4685,"NAPIER","","Escócia","10"
16926,"FAMA","MA","Brasil","10"
21365,"USOFIA","","Bulgária","10"
15765,"PROARQ","RJ","Brasil","10"
19714,"EUVFRANKFURT","","Alemanha","10"
11079,"UCMC","","Cuba","10"
9756,"UERJIMS","RJ","Brasil","10"
4909,"IUHEI","","Suiça","10"
2173,"LANCS","","Inglaterra","10"
14796,"IUS","","Itália","10"
9679,"UOFG","","Canadá","10"
11287,"USB","","Colômbia","10"
14335,"MPEGUFPA","PA","Brasil","10"
10887,"UNESPFMVZ","SP","Brasil","10"
16873,"GHK","","Alemanha","10"
8753,"WU","","Estados Unidos","10"
8755,"CICESE","","México","10"
19743,"CANTERBURY","","Inglaterra","10"
20608,"RCA","","Grã-Bretanha","10"
5509,"FEAUSPRP","SP","Brasil","10"
7243,"FAES","SP","Brasil","10"
6679,"FATECE","SP","Brasil","10"
13701,"NUST","","Paquistão","10"
19698,"PUC","","Brasil","10"
6297,"USTV","","França","10"
11836,"UFS","","Brasil","10"
11127,"UCPEJV","","Cuba","10"
16930,"ETSAB","","Espanha","10"
15745,"RUTGERES","","Estados Unidos","10"
13602,"UPMFCERAG","","França","10"
8972,"CCDSESSP","SP","Brasil","10"
15035,"EBA","MG","Brasil","10"
21702,"IFGW","SP","Brasil","10"
20006,"GEM","","França","10"
13962,"FFCLRPUSP","","Brasil","10"
3408,"UMASSEY","","Nova Zelândia","10"
13239,"FSADU","MA","Brasil","10"
372,"UMAINE","","Estados Unidos","10"
11986,"INDIANAUNIVERST","","Estados Unidos","10"
13240,"UGUELPH","","Canadá","10"
17701,"USPIFSC","SP","Brasil","10"
17030,"IGC","","Portugal","10"
18557,"EST","","Brasil","10"
9776,"FLACSOMEXICO","","México","10"
8004,"JU","","Polônia","10"
411,"UWALES","","Gales","10"
17530,"UNSJ","","Argentina","10"
9172,"UVHC","","França","10"
9694,"UNCOR","","Argentina","10"
3527,"IMPPG","RJ","Brasil","10"
20870,"USABANA","","Colômbia","10"
3564,"ESIEEPARIS","","França","10"
17427,"UNCCONCORDIA","SC","Brasil","10"
1508,"UTFPRDV","PR","Brasil","10"
20773,"UNIURB","","Itália","10"
15899,"ECU","","Estados Unidos","10"
19018,"UFFS","","Brasil","10"
20992,"PPGMS","BA","Brasil","10"
13364,"UC","","Grã-Bretanha","10"
10080,"FG","MG","Brasil","10"
4533,"ICS","","Paquistão","10"
13176,"IEL","SP","Brasil","10"
13601,"IPUFRJ","RJ","Brasil","10"
746,"LIKA","PE","Brasil","10"
7639,"UNIVLEMANS","","França","10"
15527,"UNER","","Argentina","10"
21624,"UCJC","","Espanha","10"
10255,"IPUSP","","Brasil","10"
15450,"SEED","PR","Brasil","10"
1566,"UCMG","","Cuba","10"
19179,"RHUL","","Grã-Bretanha","10"
7201,"CITECH","","Inglaterra","10"
2223,"ENAHPZ","","México","10"
19169,"UM","","Alemanha","10"
9544,"PIPGES","SP","Brasil","10"
10222,"UNIVERSIDADEAFIT","","Colômbia","10"
16557,"IQ","RJ","Brasil","10"
2471,"UNIVERPARIS8","","França","10"
14117,"UMADURAI","","Índia","10"
6889,"USTRATHCLYDE","","Escócia","10"
5273,"UFSCARUSP","SP","Brasil","10"
16109,"ESAM","RN","Brasil","10"
9617,"UFESCEUNES","ES","Brasil","10"
19741,"HU","","Estados Unidos","10"
9137,"ITEBAURU","SP","Brasil","10"
5264,"UNIROMA1","","Itália","10"
13857,"ESMAE","","Portugal","10"
21215,"EEUFRGS","RS","Brasil","10"
8298,"UNIHEIDELBERG","","Alemanha","10"
4621,"HU","","Japão","10"
1532,"UTABRIZ","","Irã","10"
905,"FOPUNICAMP","","Brasil","10"
17487,"UNA","","Argentina","10"
17430,"BU","","Gales","10"
16917,"SOBRATI","RJ","Brasil","10"
7159,"SEEDPR","PR","Brasil","10"
18279,"DTI","","Irlanda","10"
8768,"PISDC","RJ","Brasil","10"
12837,"ENSPFIOCRUZ","DF","Brasil","10"
7611,"CPPGAJ","SP","Brasil","10"
14302,"SIPSP","SP","Brasil","10"
4951,"UNCUNICAMP","SC","Brasil","10"
9797,"ECM","","França","10"
5824,"RMIT","","Austrália","10"
3545,"AMSTERDAM","","Holanda","10"
18824,"UR","","Alemanha","10"
13989,"UNT","","Estados Unidos","10"
4632,"RCA","","Inglaterra","10"
485,"ISM","","Índia","10"
12896,"SCBH","MG","Brasil","10"
13498,"CEMUFPR","PR","Brasil","10"
8943,"SU","","Índia","10"
18845,"UNITS","","Itália","10"
14152,"UFSP","SP","Brasil","10"
20063,"UP","","Alemanha","10"
86,"LU","","Grã-Bretanha","10"
1382,"UFMS","","Brasil","10"
4538,"FAU","SP","Brasil","10"
6434,"TYNE","","Inglaterra","10"
21782,"UNIGOTTINGEN","","Alemanha","10"
4278,"POLI","PE","Brasil","10"
20859,"UNIV","","França","10"
14407,"ENFAM","DF","Brasil","10"
2965,"FIOCRUZCE","CE","Brasil","10"
12440,"UG","","Alemanha","10"
9210,"SBIIUPERJ","RJ","Brasil","10"
8757,"UCM","","Cuba","10"
7258,"HSLPUCRS","RS","Brasil","10"
21509,"UNBUFPBUFRN","PB","Brasil","10"
9724,"JGUM","","Alemanha","10"
20426,"UCMADRI","","Espanha","10"
9670,"FIOCRUZ","PR","Brasil","10"
12793,"UNIRC","","Itália","10"
16811,"UPBMEDELLIN","","Colômbia","10"
14641,"FTUNICAMP","SP","Brasil","10"
1578,"ENCE","","Brasil","10"
1666,"UAINSHAMS","","Egito","10"
19288,"IITMADRAS","","Índia","10"
6241,"ICRHCFMUSP","SP","Brasil","10"
3188,"FIOCRUZUFBA","BA","Brasil","10"
3182,"CINUFPE","PE","Brasil","10"
10021,"IESAEFGV","RJ","Brasil","10"
17719,"FSCMBH","MG","Brasil","10"
15543,"UMS","","Paraguai","10"
15184,"USONORA","","México","10"
5358,"FTS","","Estados Unidos","10"
9074,"AZM","","Holanda","10"
16827,"UHAIFA","","Israel","10"
6321,"USTRASBOURGI","","França","9"
18244,"CEM","MG","Brasil","9"
15529,"UBESANCON","","França","9"
12044,"NJIT","","Estados Unidos","9"
1686,"UHS","","Estados Unidos","9"
20873,"CAESPMESP","SP","Brasil","9"
4852,"UP13","","França","9"
2196,"FCAVUNESPJABOT","SP","Brasil","9"
8650,"EPCRJ","RJ","Brasil","9"
470,"IOP","SP","Brasil","9"
16954,"UNICAM","","Itália","9"
2608,"URIFW","RS","Brasil","9"
13917,"EERPUSP","MG","Brasil","9"
10796,"MANIPAL","","Índia","9"
8234,"UNISA","","Austrália","9"
4357,"BUAA","","China","9"
14355,"ESEC","","Portugal","9"
8961,"UG","","Suécia","9"
15799,"BIONORTE","AC","Brasil","9"
2488,"UFSCARUNESP","SP","Brasil","9"
11722,"ISA","","Cuba","9"
12510,"UNMC","","Estados Unidos","9"
17122,"UAP","","Argentina","9"
4944,"FAFIJAN","PR","Brasil","9"
19814,"INL","","Estados Unidos","9"
18016,"FACHA","ES","Brasil","9"
11319,"TUBS","","Alemanha","9"
12993,"UNISS","","Cuba","9"
21549,"CIU","","Espanha","9"
703,"ENSA","","França","9"
2998,"FAI","SP","Brasil","9"
5693,"FAMEDUFAL","AL","Brasil","9"
19627,"FMUSPRP","SP","Brasil","9"
16883,"MUSEUNACIONAL","RJ","Brasil","9"
14670,"CESARSCHOOL","PE","Brasil","9"
13631,"ISCM","","Cuba","9"
13423,"UNIFACVEST","SC","Brasil","9"
13996,"UFJFGV","MG","Brasil","9"
4743,"UAJFK","","Argentina","9"
7638,"UNIARTOIS","","França","9"
12425,"CONFAPE","RJ","Brasil","9"
14523,"TUAT","","Japão","9"
17357,"NIT","","Japão","9"
19140,"IQAR","SP","Brasil","9"
6817,"FCHS","SP","Brasil","9"
16515,"ICETI","PR","Brasil","9"
4400,"FEADMG","MG","Brasil","9"
14799,"NYUSE","","Estados Unidos","9"
3977,"UDESCCCT","SC","Brasil","9"
4041,"IELUNICAMP","SP","Brasil","9"
12461,"ICBUFRJ","RJ","Brasil","9"
12622,"ABRASCO","RJ","Brasil","9"
5100,"IOTHCFMUSP","SP","Brasil","9"
2523,"FAFRA","RS","Brasil","9"
21013,"EUR","","Holanda","9"
431,"ENSCR","","França","9"
9323,"LABOMARUFC","CE","Brasil","9"
16583,"UNITUS","","Itália","9"
4012,"UNI","","Paraguai","9"
19825,"ICBIIUSP","SP","Brasil","9"
21244,"SEC","PE","Brasil","9"
16979,"ICMSC","SP","Brasil","9"
348,"UTFSM","","Chile","9"
10524,"FFP","RJ","Brasil","9"
19860,"ARCIS","","Chile","9"
19939,"FUM","","Irã","9"
11260,"SIEDI","MG","Brasil","9"
7881,"FIOCRUZINCQS","RJ","Brasil","9"
8922,"FUNEC","MG","Brasil","9"
7873,"USTATMILANO","","Itália","9"
3316,"LJMU","","Inglaterra","9"
19484,"IFUFRJ","RJ","Brasil","9"
16165,"TIT","","Japão","9"
2914,"UNIBI","","Alemanha","9"
6498,"RYERSON","","Canadá","9"
6161,"UTNMENDOZA","","Argentina","9"
13793,"PUGROMA","","Itália","9"
9708,"TUC","","Alemanha","9"
14819,"UFSCAR","","Brasil","9"
14611,"UWS","","Grã-Bretanha","9"
16625,"INSARENNES","","França","9"
3399,"FUNPAR","PR","Brasil","9"
19208,"ECEMEPPROV","RJ","Brasil","9"
3652,"SJTU","","China","9"
10057,"CNPEM","SP","Brasil","9"
10354,"IFGOIANORV","GO","Brasil","9"
15172,"GATECH","","Estados Unidos","9"
14257,"UCLAN","","Inglaterra","9"
5507,"IBUNICAMP","SP","Brasil","9"
13755,"IUNI","","Portugal","9"
6360,"UNIDO","","Alemanha","9"
12210,"CMMG","MG","Brasil","9"
16164,"FOUERJ","RJ","Brasil","9"
8257,"PAA","","Vaticano","9"
19440,"FEEC","SP","Brasil","9"
4247,"FACEF","SP","Brasil","9"
17278,"RENORBIO","ES","Brasil","9"
11734,"UCM","","Chile","9"
12897,"FLUFRJ","RJ","Brasil","9"
152,"ES","","Espanha","9"
10779,"UAMERICANA","","Paraguai","9"
12728,"MACUSP","SP","Brasil","9"
13626,"IPHUFRGS","RS","Brasil","9"
7674,"JU","","Etiópia","9"
4667,"PARISXIII","","França","9"
21017,"UNIFIL","PR","Brasil","9"
16345,"FALE","MG","Brasil","9"
18462,"IUST","","Irã","9"
3041,"PENCOPPEUFRJ","RJ","Brasil","9"
11885,"CC","","Estados Unidos","9"
6258,"FCE","SP","Brasil","9"
13596,"UNIMANNHEIM","","Alemanha","9"
12508,"FIT","SP","Brasil","9"
3390,"CS","","Estados Unidos","9"
17115,"STFXU","","Canadá","9"
387,"AEE","GO","Brasil","9"
21705,"FCM","","Cuba","9"
8602,"INRS","","Canadá","9"
7385,"CEPAE","GO","Brasil","9"
9607,"WHU","","China","9"
6379,"UNCOMA","","Argentina","9"
18722,"UZAGAZIG","","Egito","9"
17411,"MIPT","","Rússia","9"
18262,"COMSATS","","Paquistão","9"
21354,"PROURBFAUUFRJ","RJ","Brasil","9"
9543,"UNICEP","SP","Brasil","9"
21770,"EQ","RJ","Brasil","9"
7016,"UBB","","Romênia","9"
16671,"MUSTUNIVERSITY","","Estados Unidos","9"
4696,"IFGOIANO","","Brasil","9"
4109,"VIMS","","Estados Unidos","9"
256,"CPGM","BA","Brasil","9"
20099,"UO","","Grã-Bretanha","9"
14051,"MPIMP","","Alemanha","9"
15122,"UPATRAS","","Grécia","9"
15428,"PROLAM","SP","Brasil","9"
3298,"FENSG","PE","Brasil","9"
16118,"SC","","Paraguai","9"
5151,"FLACSO","DF","Brasil","9"
19583,"UAGRM","","Bolívia","9"
21210,"LODZ","","Polônia","9"
3095,"FOSJCUNESP","SP","Brasil","9"
5930,"FAIUFSCAR","SP","Brasil","9"
1516,"UFRPEFUNDAJ","PE","Brasil","9"
3883,"FNSP","","França","9"
15365,"DNU","","Ucrânia","9"
21491,"FEALQ","SP","Brasil","9"
15105,"FSTN","MG","Brasil","9"
5701,"CNPQ","DF","Brasil","9"
12692,"ICP","","França","9"
10075,"NUI","","Irlanda","9"
15516,"UGR","","Itália","9"
8380,"UCOPENHAGEN","","Dinamarca","9"
20762,"CTA","SP","Brasil","9"
17531,"WC","","Estados Unidos","9"
15833,"UNEB","","Brasil","9"
3603,"LBS","","Inglaterra","9"
1590,"UK","","Índia","9"
15750,"FUNESO","PE","Brasil","9"
12047,"UNESPIA","SP","Brasil","9"
11907,"FACEDUFU","MG","Brasil","9"
21060,"METODISTA","SP","Brasil","9"
14453,"PGEHAUSP","SP","Brasil","9"
15800,"FCUNESP","SP","Brasil","9"
12236,"FDCSPA","SP","Brasil","9"
11775,"UNIBREMEN","","Alemanha","9"
8729,"NANCY2","","França","9"
1304,"UHELSINKI","","Finlândia","9"
6287,"CANBERRA","","Austrália","9"
3987,"USPRP","","Brasil","9"
3772,"ISS","","Itália","9"
5536,"UMC","","Estados Unidos","9"
17591,"UFSCARSO","SP","Brasil","9"
14817,"IAU","SP","Brasil","9"
12364,"UNITMG","MG","Brasil","9"
21198,"KAIST","","Coréia do Sul","9"
6373,"IITG","","Índia","9"
14675,"ANHEMBIMORUMBI","SP","Brasil","9"
15828,"UV","RJ","Brasil","9"
6578,"IMECC","SP","Brasil","9"
8375,"ICR","SP","Brasil","9"
5649,"RUC","","Dinamarca","9"
5927,"ENSAT","","França","9"
16414,"UBA","","Venezuela","9"
12800,"ANHANGUERA","RJ","Brasil","8"
12562,"UG","","Canadá","8"
1278,"UNESPIBB","SP","Brasil","8"
1871,"UPRM","","Porto Rico","8"
13030,"TMU","","Japão","8"
15875,"MIAMIOH","","Estados Unidos","8"
1199,"ECOLOGIA","","México","8"
9305,"UTFPRCM","PR","Brasil","8"
13823,"MSU","","Índia","8"
4686,"LNEC","","Portugal","8"
12286,"IUT","","Irã","8"
11730,"IBRATI","PI","Brasil","8"
21359,"IPVDF","RS","Brasil","8"
8586,"UNB","GO","Brasil","8"
11134,"CEPIDP","DF","Brasil","8"
10507,"HC","SP","Brasil","8"
2769,"UMACQUARIE","","Austrália","8"
18619,"ULV","","Paraguai","8"
3546,"TWU","","Estados Unidos","8"
17074,"UH","","França","8"
16162,"ABU","","Nigéria","8"
19110,"CIMAT","","México","8"
18175,"FAACUNESP","SP","Brasil","8"
15317,"UD","","França","8"
19180,"IMSP","","Benin","8"
20961,"UNN","","Nigéria","8"
16304,"FADUSP","","Brasil","8"
11974,"DA","","Itália","8"
11662,"FGVEASP","SP","Brasil","8"
3299,"UIS","","Noruega","8"
10176,"UNOPEC","SP","Brasil","8"
20842,"FICL","MG","Brasil","8"
34,"USII","","França","8"
5799,"AEPPROV","RJ","Brasil","8"
3608,"EAESPFGVSP","SP","Brasil","8"
7941,"VCU","","Estados Unidos","8"
10301,"EINSTEIN","","Estados Unidos","8"
7613,"IPHAN","RR","Brasil","8"
11720,"CP","","México","8"
8045,"UNLFCSH","","Portugal","8"
4320,"IRRFIOCRUZMG","MG","Brasil","8"
16121,"FACISA","RN","Brasil","8"
3423,"FACUNB","DF","Brasil","8"
14840,"IMRE","","Cuba","8"
15938,"FIP","PB","Brasil","8"
11408,"FPA","SP","Brasil","8"
18426,"FIOCRUZMINAS","MG","Brasil","8"
727,"KNU","","Ucrânia","8"
15017,"UMCPARK","","Estados Unidos","8"
10492,"ESTESC","","Portugal","8"
12557,"UNIHORIZONTES","MG","Brasil","8"
11857,"SESSP","SP","Brasil","8"
12683,"INRIA","","França","8"
8819,"IGMFIOCRUZ","BA","Brasil","8"
17124,"FENF","SP","Brasil","8"
18199,"UFPR","","Brasil","8"
7205,"DARTMOUTH","","Estados Unidos","8"
5150,"CIP","SP","Brasil","8"
17107,"ESSEC","","França","8"
12724,"USQ","","Austrália","8"
19092,"FAUTL","","Portugal","8"
10113,"UCPY","","Paraguai","8"
20143,"EGS","","Suiça","8"
6601,"TKK","","Finlândia","8"
16421,"INRAD","SP","Brasil","8"
12667,"UCIRVINE","","Estados Unidos","8"
3036,"MU","","Suécia","8"
4942,"CNIC","","Cuba","8"
12650,"MARQUETTE","","Estados Unidos","8"
5341,"UDIMA","","Espanha","8"
16733,"UMASSLOWELL","","Estados Unidos","8"
1957,"SATS","","África do Sul","8"
3679,"SNCNEC","PB","Brasil","8"
15779,"UK","","Grã-Bretanha","8"
14775,"FAEPASP","SP","Brasil","8"
4994,"UOFC","","Estados Unidos","8"
18071,"ULLAFAYETTE","","Estados Unidos","8"
287,"OUACIN","","Índia","8"
11470,"ECO","RJ","Brasil","8"
7295,"CSUSYSTEM","","Estados Unidos","8"
3618,"UWEXTENSION","","Estados Unidos","8"
11632,"NCEUFRJ","RJ","Brasil","8"
823,"HMS","","Estados Unidos","8"
4644,"FACNORTE","","Brasil","8"
16673,"ETNIA","MG","Brasil","8"
17165,"CESPU","","Portugal","8"
3995,"UNSA","","Argentina","8"
15336,"IESNA","ES","Brasil","8"
15998,"SIT","","Estados Unidos","8"
19456,"UNISAAR","","Alemanha","8"
14112,"CIQA","","México","8"
18869,"BBK","","Gales","8"
18631,"CUS","","Espanha","8"
18157,"LILLE","","França","8"
6584,"UHP","","França","8"
21085,"FCAP","PA","Brasil","8"
144,"UAPV","","França","8"
19950,"UNILEOBEN","","Austria","8"
16573,"ICLONDON","","Inglaterra","8"
16141,"CU","","Grã-Bretanha","8"
15544,"CESAREDU","PE","Brasil","8"
9247,"NU","","Japão","8"
13590,"ICESP","SP","Brasil","8"
5092,"PPGHCUFRJ","RJ","Brasil","8"
11908,"FIOCRUZ","","Brasil","8"
1818,"RHUL","","Inglaterra","8"
11502,"CGS","","Estados Unidos","8"
17507,"OBU","","Inglaterra","8"
2226,"UIA","","Paraguai","8"
6203,"USIU","","Estados Unidos","8"
1564,"UCV","","Peru","8"
281,"FFUC","","Portugal","8"
45,"IGGPUCRS","RS","Brasil","8"
7653,"UTHSCSA","","Estados Unidos","8"
17859,"ISCED","","Angola","8"
6938,"PR","PR","Brasil","8"
12234,"UHB","","França","8"
13053,"ULUSOFONA","","Portugal","8"
18061,"IFP","","França","8"
10928,"LEON","","Espanha","8"
19887,"CPAJ","","Brasil","8"
21567,"WLV","","Inglaterra","8"
9430,"PTS","","Estados Unidos","8"
12473,"MU","","Índia","8"
5243,"ULILLE2","","França","8"
8388,"UNG","","Paraguai","8"
10259,"UNICAMP","MG","Brasil","8"
9420,"HULL","","Inglaterra","8"
4910,"UERJ","","Brasil","8"
3655,"UMSM","","Peru","8"
8183,"FMRPUSP","MG","Brasil","8"
14039,"USERENA","","Chile","8"
19464,"LINCOLN","","Inglaterra","8"
9492,"UCORDOBA","","Colômbia","8"
18672,"UOL","","Grã-Bretanha","8"
10363,"US","","Itália","8"
14308,"CIV","RJ","Brasil","8"
17363,"EAE","","Espanha","8"
6228,"UCS","","Argentina","8"
21390,"CONICET","","Argentina","8"
4555,"ULH","","Cuba","8"
9346,"ICBASUP","","Portugal","8"
12558,"SC","","Estados Unidos","8"
6495,"DELFT","","Holanda","8"
2776,"UNIKARLSRUHE","","Alemanha","8"
19914,"IQUNICAMP","SP","Brasil","8"
7807,"INSADELYON","","França","8"
19890,"UFMTCUR","MT","Brasil","8"
7705,"INCA","","Cuba","8"
20421,"DITORINO","","Itália","8"
1598,"FFLCUSP","SP","Brasil","8"
3965,"CUBOULDER","","Estados Unidos","8"
2949,"SUPELEC","","França","8"
1231,"SU","","Bulgária","8"
15630,"UFMA","","Brasil","8"
5590,"UACOAHUILA","","México","8"
21665,"FIS","RJ","Brasil","8"
4901,"INAP","","Espanha","8"
11788,"HUUFSC","SC","Brasil","8"
20202,"LSUS","","Estados Unidos","8"
1265,"FPUL","","Portugal","8"
13511,"ENSPCUBA","","Cuba","8"
12580,"FCFUSPSP","SP","Brasil","8"
4351,"SISSAT","","Itália","8"
12760,"UZURICH","","Suiça","8"
9891,"MD","DF","Brasil","8"
18185,"FACOM","BA","Brasil","8"
20046,"PORT","","Inglaterra","8"
18054,"FACISC","","Chile","8"
18567,"FLACSO","","México","8"
17795,"IIUI","","Paquistão","8"
7460,"FC","SP","Brasil","8"
7795,"ISCIII","","Espanha","8"
7685,"UFT","","Brasil","8"
14947,"FFUFG","GO","Brasil","8"
18880,"UAMA","","México","8"
384,"PARISIV","","França","8"
14901,"IUE","","Itália","8"
12494,"URI","","Brasil","8"
17400,"GU","","Índia","8"
14247,"UOM","","Paquistão","8"
506,"RU","","África do Sul","8"
8851,"TUCWB","","Alemanha","8"
18347,"FGVEBAPE","RJ","Brasil","8"
12162,"HACC","SP","Brasil","8"
7522,"MPI","","Alemanha","8"
4283,"UCBSB","","Estados Unidos","8"
14200,"UI","","Nigéria","8"
10277,"IESAE","RJ","Brasil","8"
10749,"KHU","","Coréia do Sul","8"
21574,"SCU","","Egito","8"
5637,"BIU","","Israel","8"
3058,"UOB","","Inglaterra","8"
14460,"UQAR","","Canadá","8"
4573,"ECEMAR","RJ","Brasil","8"
8630,"ALES","","França","8"
3723,"USPEACH","SP","Brasil","8"
15006,"CPRR","MG","Brasil","8"
19217,"FVC","","Brasil","8"
17007,"FAPETI","SP","Brasil","8"
19901,"FIOCRUZMG","MG","Brasil","8"
19787,"FOUFJF","MG","Brasil","8"
12718,"JKU","","Austria","8"
11396,"AUTH","","Grécia","8"
7088,"UFCG","","Brasil","8"
12913,"FHKARLSRUHE","","Alemanha","8"
6730,"UMB","","França","8"
14810,"WCU","","Estados Unidos","8"
18599,"FU","","Estados Unidos","8"
5117,"UL","","Alemanha","8"
14554,"CEPPAC","DF","Brasil","8"
6829,"UMLV","","França","8"
9444,"EESPFGVSP","SP","Brasil","8"
9948,"UELM","","Rússia","8"
6000,"ULS","","Colômbia","8"
11329,"UAYUCATAN","","México","8"
13201,"ESTACIO","RJ","Brasil","8"
13688,"SBTS","","Estados Unidos","8"
4807,"UDELATLANTICO","","Colômbia","8"
2146,"FSCMPA","PA","Brasil","8"
19581,"IDEIA","","Paraguai","8"
13459,"FADCT","BA","Brasil","8"
10231,"NORTHAMPTON","","Inglaterra","8"
13665,"ENSAIA","","França","8"
11752,"UCLA","","Venezuela","8"
2556,"UDD","","Chile","8"
10855,"UA","","Colômbia","8"
10109,"POLIUSP","","Brasil","8"
11905,"EPF","","França","8"
16005,"ODU","","Estados Unidos","8"
16191,"IFPACASTANHAL","PA","Brasil","8"
2467,"WITS","","África do Sul","8"
18724,"HWR","","Alemanha","7"
21146,"SHU","","Inglaterra","7"
9291,"RSMAS","","Estados Unidos","7"
16661,"BAS","","Bulgária","7"
10101,"TIHOHANNOVER","","Alemanha","7"
21525,"UAI","","Argentina","7"
7058,"LASAPIENZA","","Itália","7"
4600,"UC","","Itália","7"
4308,"ICA","PA","Brasil","7"
7752,"FEAGRIUNICAMP","SP","Brasil","7"
18501,"FLUFG","GO","Brasil","7"
309,"EBA","RJ","Brasil","7"
20278,"UNIGRENDAL","PB","Brasil","7"
7825,"CPDOC","RJ","Brasil","7"
16708,"ULORAND","","Hungria","7"
21333,"ATENAS","","Estados Unidos","7"
21718,"MZSP","SP","Brasil","7"
10188,"GCU","","Escócia","7"
21799,"UNIVEVRY","","França","7"
11776,"UNIPINAR","","Cuba","7"
15920,"CEFET","RJ","Brasil","7"
13922,"FEG","","Brasil","7"
10511,"HCUFPE","PE","Brasil","7"
13132,"NESCUFG","GO","Brasil","7"
1128,"LUMS","","Inglaterra","7"
10326,"FUNDINOP","PR","Brasil","7"
11431,"IBUSP","","Brasil","7"
12311,"UTWIEN","","Austria","7"
16250,"CAM","","Grã-Bretanha","7"
11261,"COPPEAD","","Brasil","7"
3713,"IBRATI","RJ","Brasil","7"
21031,"UAGUFRPE","PE","Brasil","7"
2371,"ERAU","","Estados Unidos","7"
1093,"TSU","","Estados Unidos","7"
6118,"FAMEDUFBA","BA","Brasil","7"
4854,"FAUL","","Portugal","7"
9572,"EEFFTOUFMG","MG","Brasil","7"
9010,"IFF","","Brasil","7"
20730,"UNG","","Estados Unidos","7"
4989,"YSU","","Armênia","7"
10567,"UDP","","Chile","7"
15692,"UNCCACADOR","SC","Brasil","7"
918,"SEBTS","","Estados Unidos","7"
15373,"EEFERPUSP","SP","Brasil","7"
20534,"UVM","","Chile","7"
19876,"DAMASIO","SP","Brasil","7"
15424,"ROMATRE","","Itália","7"
13716,"UFJF","","Brasil","7"
12734,"EMI","","Bolívia","7"
14787,"PENUFSC","SC","Brasil","7"
19245,"IENCNEN","RJ","Brasil","7"
10696,"UCC","","Cuba","7"
8470,"IBTA","SP","Brasil","7"
17598,"UA","","França","7"
15042,"UGHANA","","Gana","7"
3070,"TOLEDO","SP","Brasil","7"
2260,"IESPNAA","ES","Brasil","7"
3638,"QMW","","Grã-Bretanha","7"
2503,"INFORIUM","MG","Brasil","7"
13233,"FIOCRUZBRASILIA","DF","Brasil","7"
2406,"CELAEE","","Cuba","7"
56,"UPVM","","França","7"
11953,"FAR","RJ","Brasil","7"
9784,"IMPG","RJ","Brasil","7"
473,"MTU","","Estados Unidos","7"
12136,"UTD","","Estados Unidos","7"
3184,"FIOCRUZPIAUI","PI","Brasil","7"
11193,"UCFCTUDEI","","Portugal","7"
10820,"TUT","","Japão","7"
11967,"UITF","","Paraguai","7"
12244,"TIFR","","Índia","7"
13202,"CUMC","","Estados Unidos","7"
19595,"HWU","","Grã-Bretanha","7"
495,"DAMAS","PE","Brasil","7"
11887,"IADC","","Estados Unidos","7"
775,"PPGAUUFBA","BA","Brasil","7"
20815,"SOBRATI","AL","Brasil","7"
8376,"FPT","MG","Brasil","7"
3504,"RFWU","","Alemanha","7"
18648,"UNINI","","Espanha","7"
15259,"UFRJEQ","RJ","Brasil","7"
12272,"IFTO","TO","Brasil","7"
1721,"FFCLP","PR","Brasil","7"
7287,"UFRS","RS","Brasil","7"
13263,"BIONORTE","MA","Brasil","7"
2712,"UHLT","","Portugal","7"
17112,"ICTP","","Itália","7"
6649,"UFX","SP","Brasil","7"
1091,"CENTRALESUPELEC","","França","7"
12860,"UNIABC","SP","Brasil","7"
15256,"IPGK","GO","Brasil","7"
4225,"UDM","","Canadá","7"
21429,"IEULISBOA","","Portugal","7"
16612,"EB","RJ","Brasil","7"
5819,"FUB","DF","Brasil","7"
15193,"UFGJATAI","GO","Brasil","7"
9960,"UCL","","Portugal","7"
7916,"ENSAI","","Camarões","7"
20524,"UPEDRORUIZ","","Peru","7"
9363,"UAZACATECAS","","México","7"
5188,"PARISNORD","","França","7"
4728,"SLM","","Brasil","7"
14238,"EGNMB","RJ","Brasil","7"
15487,"PRODETEC","PR","Brasil","7"
18727,"UNL","AM","Brasil","7"
13565,"IFGO","GO","Brasil","7"
424,"IQUSP","","Brasil","7"
9880,"UNIMUENSTER","","Alemanha","7"
10063,"UNIMOL","","Itália","7"
5193,"UNEMAT","","Brasil","7"
14256,"IPQFMUSP","SP","Brasil","7"
7081,"URCAMP","RS","Brasil","7"
21569,"UANDES","","Chile","7"
8406,"WU","","Holanda","7"
