"id","sigla_instituicao","uf_instituicao","pais_instituicao","qtd_formacoes"
16881,"INBIOMED","","Espanha","1"
2197,"ISGA","","Marrocos","1"
19239,"UFAM","RR","Brasil","1"
6510,"PH","","Alemanha","1"
13162,"UNIVERSITEPSL","","França","1"
21601,"UNIVERSIDADDED","","Espanha","1"
3365,"CNE","RJ","Brasil","1"
5293,"FAHUCAM","ES","Brasil","1"
21229,"DGPMNUFRJ","RJ","Brasil","1"
2926,"ALAZHRUNI","","Egito","1"
10976,"APTH","","Grécia","1"
5382,"UNIVCHILE","","Chile","1"
7556,"UNIALAFA","GO","Brasil","1"
15222,"ISTAO","","Itália","1"
18312,"SMUBDC","","Canadá","1"
17830,"UFCE","ES","Brasil","1"
17338,"PPGCOMUFPE","PE","Brasil","1"
21588,"IAI","SC","Brasil","1"
2423,"FGVEPGE","RJ","Brasil","1"
9841,"ICTE","","Peru","1"
18813,"FACIPAL","","Brasil","1"
13336,"IDEIAS","ES","Brasil","1"
15526,"UNYCARE","CE","Brasil","1"
16259,"UNIBENNETT","RJ","Brasil","1"
13372,"MANHATTANCOLLEG","","Estados Unidos","1"
2862,"UBCSIC","","Espanha","1"
13207,"FOLKWANG","","Alemanha","1"
5184,"CAA","","Suiça","1"
13441,"UMBA","","Marrocos","1"
15124,"FEUSP","MS","Brasil","1"
18042,"UFSC","","Peru","1"
11104,"HAVARDBCH","","Estados Unidos","1"
14991,"UDS","","Chile","1"
9901,"PPGENFBIOCIENCIA","RJ","Brasil","1"
17106,"LHSPHPOINCARE","","França","1"
9949,"PPGI","RJ","Brasil","1"
16628,"PROEGUFPA","PA","Brasil","1"
10073,"FEAGRI","BA","Brasil","1"
21032,"FEF","","Brasil","1"
12721,"UNIVERSIDAMER","","Paraguai","1"
9470,"IVYEMBERPHILOS","","Estados Unidos","1"
11445,"ENCE","DF","Brasil","1"
7722,"UNION","","Estados Unidos","1"
11351,"AENGPETUFES","ES","Brasil","1"
955,"CEDETEG","PR","Brasil","1"
14311,"CEUNIFRAN","RS","Brasil","1"
13872,"IBMEC28RJ29","","Brasil","1"
20968,"ECBAA","","Suiça","1"
11548,"DIE","","Costa Rica","1"
9674,"ANMS","","Bulgária","1"
6919,"INBEC","PE","Brasil","1"
15028,"AVVU","","Índia","1"
15200,"NIA","","Estados Unidos","1"
3353,"UDL","","Angola","1"
9866,"UNBUFRNUFPB","RN","Brasil","1"
5728,"UNB","MG","Brasil","1"
13591,"FAC","PE","Brasil","1"
14759,"SETEBAN","PE","Brasil","1"
6658,"PETODONTO","RS","Brasil","1"
12413,"IOW","","Alemanha","1"
6538,"SOPECC","PB","Brasil","1"
9331,"UFRPE","BA","Brasil","1"
1207,"BUNIVNSF","","Estados Unidos","1"
4833,"SLM","MG","Brasil","1"
12331,"UNIAHMD","","Índia","1"
1268,"FUCAPE","BA","Brasil","1"
12346,"MEGA","","França","1"
2882,"ENGFLORESTA","DF","Brasil","1"
16833,"UIDE","","Equador","1"
10270,"CITE","SP","Brasil","1"
11304,"UFSMCESNORS","RS","Brasil","1"
20632,"ISEGULISBOA","","Portugal","1"
3393,"UNISA","SE","Brasil","1"
12722,"EEMVRUFF","","Brasil","1"
7894,"FCF","","Cuba","1"
9928,"S3STUDIUM","","Itália","1"
18671,"UEAE","","Espanha","1"
1965,"FADISPALFA","SP","Brasil","1"
11997,"UBA","SP","Brasil","1"
4491,"DB","MS","Brasil","1"
19539,"UFPEPE","PE","Brasil","1"
20229,"ISCSEM","","Portugal","1"
178,"FSE","","Espanha","1"
8165,"CAEDUFJF","AM","Brasil","1"
8153,"ITF","SP","Brasil","1"
12631,"ESCLILLE","","França","1"
9930,"UICAMP","SP","Brasil","1"
1327,"ALGOMA","","Canadá","1"
20118,"UOI","","Estados Unidos","1"
8295,"VCIFMVZUSP","SP","Brasil","1"
11377,"ITQ","","Espanha","1"
21607,"UBI","","França","1"
7787,"UFSCAR","PR","Brasil","1"
11850,"BRUISCTEIUL","","Portugal","1"
16829,"UFMS","RO","Brasil","1"
3194,"UCBLYON1","","França","1"
15047,"SANTANNA","SP","Brasil","1"
20798,"FIDI","","Itália","1"
6645,"UMI","","Marrocos","1"
8323,"UNISMARCOS","SP","Brasil","1"
21645,"UOFR","","Estados Unidos","1"
10026,"SENAIDRPE","PE","Brasil","1"
16254,"UNIMAS","","Malásia","1"
5405,"IPPMGUFRJ","RJ","Brasil","1"
6511,"UCGO","GO","Brasil","1"
12193,"URBAM","","França","1"
962,"PUCRJ","MG","Brasil","1"
13530,"CU","","Eslováquia","1"
20157,"UNIVOFGUJARAT","","Índia","1"
5497,"UIT","","Austrália","1"
15167,"UNKH","","Ucrânia","1"
11904,"RINT","MG","Brasil","1"
11324,"USDAAPHISANSP","","Estados Unidos","1"
936,"PISC","","Brasil","1"
2167,"UKF","","Alemanha","1"
20771,"FUM","SC","Brasil","1"
6062,"MALMO","","Suécia","1"
1798,"UNIVAUGSBURG","","Alemanha","1"
21633,"UNIVSTANDREWS","","Grã-Bretanha","1"
1269,"DIAT","","Índia","1"
2335,"USDPA","","Grã-Bretanha","1"
14629,"FCEIA","","Argentina","1"
2719,"UNIVCENTRAL","","Espanha","1"
14952,"CUMEDCNTR","","Estados Unidos","1"
6561,"PCSP","SP","Brasil","1"
17003,"TPQB","RJ","Brasil","1"
14505,"ISTHIA","","França","1"
14159,"FBK","","Alemanha","1"
4369,"SBMFURG","RS","Brasil","1"
8230,"IIJUNAM","","México","1"
6644,"UDESCESAG","SC","Brasil","1"
2332,"TWSAL","","Inglaterra","1"
16686,"ENM","SP","Brasil","1"
13813,"TUB","","Romênia","1"
521,"FIOCRUZBSB","DF","Brasil","1"
5452,"CEPE","SP","Brasil","1"
10193,"ENCB","","México","1"
7597,"UNINORTE","","Portugal","1"
14271,"FHDIIHD","","Chile","1"
1900,"UL","","Luxemburgo","1"
12269,"SISRAN","","Itália","1"
14075,"PUCSP","MA","Brasil","1"
18186,"UNOCHAPECO","RS","Brasil","1"
9425,"OCADU","","Canadá","1"
6430,"ANTENASCOLLEGE","","Estados Unidos","1"
12165,"KUNI","","Índia","1"
13017,"SALFORDUK","","Grã-Bretanha","1"
11452,"UNIVSTANDREWS","","Escócia","1"
13115,"IFCECAMPUSFORT","CE","Brasil","1"
2025,"IQ","","Paquistão","1"
5084,"TAVISTOCK","","Inglaterra","1"
8034,"CNIMC","","Espanha","1"
18914,"UFMTFANUT","MT","Brasil","1"
20204,"UNIVPARISI","","França","1"
8456,"FATEDE","SP","Brasil","1"
13144,"S","BA","Brasil","1"
11066,"PPGBIO","PA","Brasil","1"
5375,"UNIVERSIDADEDE","DF","Brasil","1"
1460,"NPAC","","Brasil","1"
13600,"UNICAPITAL","DF","Brasil","1"
15014,"FINOM","","Brasil","1"
10170,"PFTM","","Itália","1"
15435,"UFBAFIOCRUZBA","BA","Brasil","1"
2686,"NG","","Paraguai","1"
12713,"IBCCS","RJ","Brasil","1"
5039,"FPUM","","Portugal","1"
15619,"BATISTAPERDIZES","SP","Brasil","1"
10240,"UNEMATBIONORTE","MT","Brasil","1"
6449,"PPGEDAM","PA","Brasil","1"
13470,"UNC","","Eslovênia","1"
1619,"UOCOMPUTINGLAB","","Grã-Bretanha","1"
6523,"CM","","Itália","1"
21775,"FATEN","MG","Brasil","1"
9868,"IFESP","","Rússia","1"
3500,"UPSMP","","Peru","1"
19532,"FIOCRUZMS","MS","Brasil","1"
16368,"FMB","DF","Brasil","1"
12088,"USASK","","Canadá","1"
15594,"FERESS","","Portugal","1"
14599,"PPGLINCUFBA","","Brasil","1"
1877,"UAIX","","França","1"
17011,"PUCSTAC","","Itália","1"
10675,"CONSMILANO","","Itália","1"
2581,"PCI","","Estados Unidos","1"
18333,"IFG","MG","Brasil","1"
21314,"MITSLOANSCHOOL","","Estados Unidos","1"
7297,"GIRARDI","","Espanha","1"
9489,"CEES2CPU","","Paquistão","1"
14422,"EVORA","","Portugal","1"
21129,"PPGDSTUUFPA","PA","Brasil","1"
59,"UCBS","","Estados Unidos","1"
14716,"UTB","","Bolívia","1"
19372,"PEC","RJ","Brasil","1"
747,"FESMPMT","","Brasil","1"
21478,"FCLARUNESPCAR","SP","Brasil","1"
21749,"ENSTP","","Argélia","1"
16968,"ALBERTEINSTEIN","SP","Brasil","1"
17446,"PPGES","BA","Brasil","1"
14525,"ZABANABIN","","Alemanha","1"
5847,"FTUI","","Austria","1"
2232,"IARCWHO","","França","1"
15013,"UB","","Irã","1"
2157,"CONVENIOINPAUF","AM","Brasil","1"
7577,"UCB","","Paraguai","1"
11480,"FGVLAW","SP","Brasil","1"
11493,"JMUW","","Alemanha","1"
14682,"EMAU","","Alemanha","1"
5241,"REDEBIONORTE","RR","Brasil","1"
16313,"NDRI","","Índia","1"
5555,"PCSPOLIUSP","SP","Brasil","1"
12859,"UISLA","","Portugal","1"
4393,"UFACFIOCRUZ","AC","Brasil","1"
4922,"AUG","","Itália","1"
3383,"ISA","","França","1"
18352,"UFRJJ","RJ","Brasil","1"
8284,"CPSLM","MG","Brasil","1"
3364,"MSPPCHS","","Estados Unidos","1"
13586,"IMF","","Espanha","1"
8329,"EFR","","Itália","1"
6294,"UCESBA","","Argentina","1"
532,"ESCUELAEUROPEA","","Bolívia","1"
12822,"DIHSENSPFIOCRU","RJ","Brasil","1"
5085,"IMSUERJCESVAF","RJ","Brasil","1"
6052,"UNESPFCLASSIS","SP","Brasil","1"
790,"ULP","","Itália","1"
2370,"UEPAUFAM","PA","Brasil","1"
19417,"UCEUCP","","Portugal","1"
9970,"INESP","","Brasil","1"
6789,"UFG","MA","Brasil","1"
18956,"UD27A","","Itália","1"
5337,"NATURALLIS","PE","Brasil","1"
15257,"TUMKUR","","Índia","1"
21692,"UOLU","","Índia","1"
14214,"QEC","","Grã-Bretanha","1"
16886,"UNIGUAIRACA","PR","Brasil","1"
7452,"ALEMAO","","Austria","1"
4164,"ISCUFBA","MG","Brasil","1"
2922,"UECFET","","Rússia","1"
19613,"UNIVPARISXI","","França","1"
368,"FHIMPG","","Alemanha","1"
1923,"UB","","Portugal","1"
20826,"PV","","Espanha","1"
20941,"BEM","","França","1"
4361,"AAU","","Nigéria","1"
17677,"FAU","PA","Brasil","1"
1284,"FADIVALES","SP","Brasil","1"
16582,"UNISOFIA","","Bulgária","1"
5508,"ICRA","","Espanha","1"
9516,"ESMFAMA","","Brasil","1"
19836,"PROIIC","BA","Brasil","1"
12161,"GETS","","Estados Unidos","1"
11958,"QUAC","","Canadá","1"
5126,"UFSCPGI","SC","Brasil","1"
3758,"SKEMA","MG","Brasil","1"
7830,"PUCP","RJ","Brasil","1"
12849,"CFTPAS","","Polônia","1"
17069,"IIES","","Suécia","1"
7719,"CPO","GO","Brasil","1"
21125,"UFC","BA","Brasil","1"
418,"UFCD","","Paraguai","1"
4494,"WUE","RN","Brasil","1"
3715,"WLU","","Panamá","1"
11301,"ICBPUH","","Cuba","1"
9583,"FIB","BA","Brasil","1"
8788,"HFSBERLIN","","Alemanha","1"
12926,"FFCLRPSP","SP","Brasil","1"
16948,"CRT","","Canadá","1"
7394,"ULISBOAIST","","Portugal","1"
14674,"EOM","","Espanha","1"
4062,"UP","","China","1"
19154,"IBRATI","PA","Brasil","1"
4368,"MSUCE","","Rússia","1"
21800,"CFPUFRB","BA","Brasil","1"
1803,"ICCBS","","Paquistão","1"
9565,"PRETECH","","França","1"
4837,"UAEEUFGRC","GO","Brasil","1"
20124,"UCMMAINZ","","Alemanha","1"
13376,"PPGSSUFPA","PA","Brasil","1"
7731,"EAEN","","Bolívia","1"
8772,"YARMOUK","","Jordânia","1"
12479,"ISPG","PR","Brasil","1"
7844,"VSWSUNY","","Estados Unidos","1"
14940,"PPGCOMESPM","SP","Brasil","1"
19121,"FEAUSP","DF","Brasil","1"
17377,"UNIVASF","CE","Brasil","1"
1435,"IBDP","DF","Brasil","1"
21706,"IF","DF","Brasil","1"
15658,"UFRPEPREG","PE","Brasil","1"
13999,"SBA","","Argélia","1"
839,"DZMB","","Alemanha","1"
15685,"CMRDI","","Egito","1"
14371,"UMSA","SC","Brasil","1"
8058,"PUCG0","GO","Brasil","1"
7079,"URSIII","","França","1"
20494,"DEGUFLA","MG","Brasil","1"
11560,"IEPEJV","","Cuba","1"
13933,"IPSTPUFG","GO","Brasil","1"
8303,"FATEFE","","Brasil","1"
1685,"SN","","França","1"
15861,"PPGEA","RS","Brasil","1"
11459,"SIT","","Canadá","1"
2093,"ASIME","SP","Brasil","1"
17073,"ESEIPB","","Portugal","1"
11583,"IRRFICORUZMINA","MG","Brasil","1"
4512,"IASI","RJ","Brasil","1"
15853,"UNBCNPQ","DF","Brasil","1"
18411,"IEM","","França","1"
19155,"HEMOAM","AM","Brasil","1"
19885,"NMST","","Estados Unidos","1"
11787,"USPLOENA","SP","Brasil","1"
18406,"CIU","","Antilhas Holandesas","1"
16446,"UNIVERSITYOFOX","","Inglaterra","1"
909,"AIFS","","Itália","1"
9208,"UNCPBAUNMDP","","Argentina","1"
4184,"SHUFE","","China","1"
4666,"SEDU","","Suécia","1"
19953,"GEOUU","","Holanda","1"
10859,"NIMR","","Grã-Bretanha","1"
449,"ICPHCM","","Itália","1"
7143,"AESM","SP","Brasil","1"
18957,"UFF","PR","Brasil","1"
6337,"FAC","SP","Brasil","1"
13505,"ICIQ","","Espanha","1"
5704,"IAPES","AM","Brasil","1"
20767,"QDU","","China","1"
12400,"FGCU","","Estados Unidos","1"
11561,"UFRGS","BA","Brasil","1"
3198,"UAEMEX","","México","1"
4455,"FCMDENF","SP","Brasil","1"
3249,"LM50","","Itália","1"
6411,"UFPECORECON","PE","Brasil","1"
1961,"DUISBURG","","Alemanha","1"
5631,"UFFPUNF","RJ","Brasil","1"
1006,"IUPEMAR","","Venezuela","1"
1179,"NC","","Paraguai","1"
5911,"IEMCIUFPA","PA","Brasil","1"
16426,"YONSEIGSIS","","Coréia do Sul","1"
4116,"FABAUL","","Portugal","1"
18291,"AELIS","SP","Brasil","1"
5665,"UNIVDEESTRAS","","França","1"
6983,"UFRD","","Rússia","1"
1498,"CBSUNB","DF","Brasil","1"
20488,"TUL","","Polônia","1"
3098,"NEOMABS","","França","1"
8353,"PUCRS","PR","Brasil","1"
14632,"FUL","","Portugal","1"
1810,"IPTISE","SE","Brasil","1"
17948,"UG","","Peru","1"
19962,"CITEUC","","Portugal","1"
13804,"UNICESUMNAR","PR","Brasil","1"
19693,"ITEII","SP","Brasil","1"
458,"IPATIMUP","","Portugal","1"
21136,"UFSCARPPGED","SP","Brasil","1"
1856,"MQU","","Austrália","1"
6653,"CS","PE","Brasil","1"
2819,"UMILHO","","Portugal","1"
6945,"UNIMONTE","MG","Brasil","1"
7354,"SRILANKA","","Índia","1"
12106,"PPGA","RS","Brasil","1"
5321,"UFMGICEXDQ","MG","Brasil","1"
6831,"WAG","","Holanda","1"
4727,"AONCY","","Bulgária","1"
1567,"STRASBOURGIII","","França","1"
10930,"UIST","","Itália","1"
8709,"UW","DF","Brasil","1"
12660,"GEOMAR","","Alemanha","1"
11189,"INPTLAAS","","França","1"
6399,"HAW","","Alemanha","1"
10992,"NCNST","","China","1"
9672,"UNITOITCILO","","Itália","1"
19601,"UFLA","PA","Brasil","1"
2125,"UOBIAVM","","Japão","1"
17060,"ANHANGUERAUNID","MS","Brasil","1"
16938,"DENVERSEMINARY","","Estados Unidos","1"
3051,"UTEC","","El Salvador","1"
6239,"FAPEPE","SP","Brasil","1"
11129,"FATIFINA","SP","Brasil","1"
6896,"IBRATE","PR","Brasil","1"
6541,"MA","","Polônia","1"
6189,"UNIBU","","Camarões","1"
14171,"UNIINI","","Porto Rico","1"
231,"ANDALUCIA","","Espanha","1"
16590,"UCW","","Canadá","1"
7298,"UAB","","Escócia","1"
13726,"FHR","MG","Brasil","1"
5173,"MHSL","","Suiça","1"
9257,"DMPSFMUFMG","MG","Brasil","1"
20039,"UNIBO","","Austria","1"
14813,"INNAP","RS","Brasil","1"
413,"IOCFIOCURZ","RJ","Brasil","1"
7658,"UFRJ","SE","Brasil","1"
2642,"UIDS","","Paraguai","1"
14789,"ISUP","","Portugal","1"
717,"UVVPUC","ES","Brasil","1"
15192,"IULUFPE","","Portugal","1"
6625,"ISH","SP","Brasil","1"
7598,"FAS","SP","Brasil","1"
6425,"FF","DF","Brasil","1"
2580,"AUTONOMA","","Chile","1"
9089,"EMUFOP","MG","Brasil","1"
4319,"ESACH","SP","Brasil","1"
1938,"NAOTEMSIGLA","","Inglaterra","1"
14475,"UCFII","","França","1"
48,"FAEPA","SP","Brasil","1"
13143,"GTMCNRS","","França","1"
400,"IPO","","Brasil","1"
12437,"LSEPS","","Grã-Bretanha","1"
6253,"IEP","DF","Brasil","1"
21117,"BUST","","Estados Unidos","1"
11623,"FDCAMPOS","RJ","Brasil","1"
19033,"UOM","","Maurício","1"
3340,"HUNTER","","Estados Unidos","1"
15300,"CEPPACICSUNB","DF","Brasil","1"
4099,"EPMUNIFESP","RJ","Brasil","1"
13824,"FCRPUSP","SP","Brasil","1"
5142,"IDPEDAB","","Brasil","1"
8985,"IIHERSP","SP","Brasil","1"
19751,"FCC","SP","Brasil","1"
15016,"FMUSP","PA","Brasil","1"
16939,"ABA","","Itália","1"
2032,"IUSPIM","","França","1"
16574,"PUGISDCRJ","","Itália","1"
16078,"SETEB","SC","Brasil","1"
11678,"PPGEUFPR","PR","Brasil","1"
805,"LARS","","Grã-Bretanha","1"
7622,"UCSWALES","","Gales","1"
15997,"UNIFIAN","SP","Brasil","1"
18827,"UEM","RS","Brasil","1"
15397,"IPC","","China","1"
17846,"DQUFSCAR","SP","Brasil","1"
3940,"ISMCLM","","Itália","1"
10857,"ANA","DF","Brasil","1"
3959,"DPZ","","Alemanha","1"
1896,"PPGLUNEMAT","MT","Brasil","1"
7225,"AIUC","","Romênia","1"
17038,"IPBR","","Itália","1"
15304,"UNIVLIVERPOOL","","Grã-Bretanha","1"
2731,"IAR","","Estados Unidos","1"
2256,"ENGEES","","França","1"
10824,"IITRANDIU","","Índia","1"
20166,"EEAN","ES","Brasil","1"
17385,"PIBICUNICESUMAR","PR","Brasil","1"
11211,"FIHL","","Portugal","1"
5181,"HU","","Coréia do Sul","1"
6525,"RFAHWRBERLIM","","Alemanha","1"
19565,"ESU","","Armênia","1"
19347,"FCLUNESPCAS","SP","Brasil","1"
14736,"PGCS","MG","Brasil","1"
42,"IB","","Inglaterra","1"
20250,"UMLS","","Estados Unidos","1"
6991,"EEA","","Espanha","1"
20907,"EST","PR","Brasil","1"
5111,"UPS","RS","Brasil","1"
17190,"GRM","DF","Brasil","1"
13059,"STEP","MG","Brasil","1"
3235,"ROMEBUSINESSSC","","Itália","1"
12583,"MACKENZIE","","Brasil","1"
11318,"USC","CE","Brasil","1"
6628,"RADIO","SP","Brasil","1"
17287,"EEUSPSPRP","SP","Brasil","1"
3897,"UOFMI","","Estados Unidos","1"
4968,"EEN","","Bolívia","1"
3144,"SHUT","","Irã","1"
5475,"NIBU","","Índia","1"
13767,"MPSU","","Rússia","1"
13520,"ESEM","","Espanha","1"
10803,"IFTBT","","Ucrânia","1"
497,"GRUCAD","SC","Brasil","1"
8670,"UFCSOBRAL","CE","Brasil","1"
15341,"FSC","","Paraguai","1"
14130,"FUUFES","ES","Brasil","1"
16098,"WTAM","","Estados Unidos","1"
4982,"UNDECSM","","Colômbia","1"
21750,"FATECULISP","SP","Brasil","1"
18530,"EPJV","RJ","Brasil","1"
2673,"UNILU","","Suiça","1"
6840,"UCLB","","França","1"
17558,"TID","","Japão","1"
20074,"UNS","","Coréia do Sul","1"
6165,"FACISABH","MG","Brasil","1"
11680,"UOFG","","Sudão","1"
6417,"MULTIINSTIT","","Brasil","1"
11914,"BREMEN","","Alemanha","1"
3891,"SUSC","SP","Brasil","1"
9134,"S","","Paquistão","1"
16519,"USPEESCCRHEA","SP","Brasil","1"
1650,"BE","","Bélgica","1"
11512,"NJITNCE","","Estados Unidos","1"
17625,"FMRPUSP","DF","Brasil","1"
16971,"SAIS","","Itália","1"
11590,"ISCA","","Brasil","1"
2786,"CESAR","CE","Brasil","1"
16225,"FRUB","","Alemanha","1"
5661,"BCCUNY","","Estados Unidos","1"
7220,"IFGOURUTAI","GO","Brasil","1"
4856,"GRENDAL","","Grã-Bretanha","1"
20442,"LTU","","Austrália","1"
18162,"PIBICUFC","CE","Brasil","1"
8574,"DFF","CE","Brasil","1"
21737,"IPCAEXTREMADURA","PR","Brasil","1"
21105,"ACADEMIAINPI","SP","Brasil","1"
11803,"IBMP","PR","Brasil","1"
13036,"ENSPFIOCRUZEF","RJ","Brasil","1"
7744,"CMLRF","","Itália","1"
11423,"URCAUFCUFPB","CE","Brasil","1"
5690,"PPGHSIFCSUFRJ","RJ","Brasil","1"
4167,"UVALAW","","Estados Unidos","1"
809,"LU","","Líbano","1"
13945,"UFMGUEPI","PI","Brasil","1"
8122,"MATER","","Austrália","1"
4753,"PPGUEPA","PA","Brasil","1"
2957,"APT","","França","1"
19893,"HUUFPIEBSERH","PI","Brasil","1"
396,"CBATMSP","SP","Brasil","1"
19966,"UCAM","ES","Brasil","1"
14014,"DAUW","","Itália","1"
2420,"CSICCEBAS","","Espanha","1"
20834,"CAIFC","RS","Brasil","1"
15319,"SCEN","MA","Brasil","1"
4072,"URGRC","GO","Brasil","1"
19394,"UFVUFJF","MG","Brasil","1"
18408,"INSERMU14","","França","1"
4199,"IBMI","PB","Brasil","1"
16027,"CONSBS","","Itália","1"
18833,"PECCOPPE","RJ","Brasil","1"
17440,"IPH","SP","Brasil","1"
3637,"UNIDA","MG","Brasil","1"
694,"CENBIOT","RS","Brasil","1"
20053,"TSIUSA","","Estados Unidos","1"
16797,"ISEL","PE","Brasil","1"
9642,"IDEC","","Espanha","1"
16571,"HRACUSP","RJ","Brasil","1"
11535,"UFJFFACECA","MG","Brasil","1"
9765,"STSBS","RJ","Brasil","1"
15378,"SHMM","","Alemanha","1"
20025,"IPSESP","","Brasil","1"
8356,"INSA","","Portugal","1"
19623,"IDERJ","RJ","Brasil","1"
5997,"CTUFRJ","RJ","Brasil","1"
98,"UNISINOS","PA","Brasil","1"
8268,"PPGCPIFCSUFRJ","RJ","Brasil","1"
7355,"CPGD","SC","Brasil","1"
21180,"UBORDEAUXIII","","França","1"
213,"PPGEM","RJ","Brasil","1"
14855,"UEPPARAGUAI","","Paraguai","1"
8532,"UW2CIJP","","Polônia","1"
1614,"ISETEO","BA","Brasil","1"
1132,"BRAZCUBAZ","SP","Brasil","1"
17543,"UOAP","","Paquistão","1"
14944,"ZARAGOZA","","Espanha","1"
306,"VGPU","","Rússia","1"
2593,"CLARION","","Estados Unidos","1"
14055,"SMSSP","SP","Brasil","1"
18613,"IIETOIU","","Espanha","1"
6577,"SPU","","Eslováquia","1"
13851,"USPIAG","SP","Brasil","1"
5815,"ICHNHSTRUST","","Inglaterra","1"
72,"SOKA","","Japão","1"
1960,"UES","","El Salvador","1"
11275,"PROPG","SP","Brasil","1"
19599,"ABAF","","Itália","1"
8796,"USOUTH","","Grã-Bretanha","1"
16264,"FGV","MA","Brasil","1"
10630,"MM","RJ","Brasil","1"
12426,"SETEB","","Brasil","1"
6160,"IJF","","França","1"
15348,"UNIVAPITA","SP","Brasil","1"
3033,"UNICAPPE","PE","Brasil","1"
10281,"ACU","","Porto Rico","1"
21356,"CU","","Austrália","1"
3974,"UAGM","","Porto Rico","1"
17964,"UNRIO","RJ","Brasil","1"
18429,"UFY","","Rússia","1"
5275,"UFRGSPPGA","RS","Brasil","1"
8334,"UNEV","","República Dominicana","1"
13075,"HEI","","França","1"
17234,"FEAP","SP","Brasil","1"
21488,"DTU","SP","Brasil","1"
574,"IECEULA","","Espanha","1"
4637,"IQRA","","Paquistão","1"
9356,"FACNORTE","RS","Brasil","1"
225,"UFMSCEUA","MS","Brasil","1"
10487,"IBS","SP","Brasil","1"
20440,"UEGCSEH","GO","Brasil","1"
9408,"CEFETPRPG","PR","Brasil","1"
14279,"ANSELMIANUM","","Itália","1"
6655,"CRNULP","","França","1"
16028,"LOUGHBOROUGHUNI","","Grã-Bretanha","1"
19367,"PSNC","","Polônia","1"
1375,"FTBE","PA","Brasil","1"
13746,"ITENV","SP","Brasil","1"
18293,"EERPUSP","MS","Brasil","1"
17009,"IBADAI","","Japão","1"
15857,"UBC","","México","1"
8982,"UNIORLEANS","","França","1"
2619,"INPLENSIC","","França","1"
19840,"FDULISBOA","","Portugal","1"
14322,"HEBUT","","China","1"
975,"COPPE","SP","Brasil","1"
19455,"ITQM","","Rússia","1"
14838,"MAUI","PR","Brasil","1"
6470,"UOTTAWAUNB","","Canadá","1"
4123,"ITSTHEOLOGY","","Estados Unidos","1"
1292,"NDN","MG","Brasil","1"
11952,"37000","","França","1"
20401,"FMLP","","França","1"
14779,"UNIRO","","Alemanha","1"
1829,"GALLAUDET","","Estados Unidos","1"
13797,"CREA","","França","1"
8572,"NEHRU","","Índia","1"
19806,"USPMAE","SP","Brasil","1"
915,"UROLOGIA","SP","Brasil","1"
6104,"CTTA","SP","Brasil","1"
13695,"CABRIDGE","","Inglaterra","1"
13830,"BATH","","Grã-Bretanha","1"
10989,"UNIFRAM","SP","Brasil","1"
18718,"UNBFESURV","GO","Brasil","1"
18576,"UECEFECLESC","CE","Brasil","1"
16211,"CAAS","","China","1"
13720,"UNCUNICAMP","","Brasil","1"
9368,"IEU","","México","1"
11634,"RAMONLLULL","","Espanha","1"
3624,"EAESP","RJ","Brasil","1"
14360,"FGVRJCESD","SP","Brasil","1"
8913,"MING","","Rússia","1"
12402,"EETAD","SP","Brasil","1"
18878,"CESIIIUC","","Portugal","1"
6803,"ULT","CE","Brasil","1"
14828,"PPGCS","PB","Brasil","1"
4043,"APHP","","França","1"
9620,"FAITEBA","","Brasil","1"
14459,"SORBONNENORD","","França","1"
7353,"MUST","RO","Brasil","1"
12228,"ICHS","","Brasil","1"
11308,"SSSA","","Estados Unidos","1"
19327,"YZD","","Irã","1"
2364,"FCV","","Chile","1"
212,"ROMA","","Itália","1"
551,"MADI","","Rússia","1"
13988,"CCA","","Estados Unidos","1"
17185,"LAZARSKI","","Polônia","1"
10344,"GLASGOW","","Grã-Bretanha","1"
14897,"COUO","","Alemanha","1"
9065,"ENFERMAGEMUFMG","MG","Brasil","1"
11162,"UTCYD","","Paraguai","1"
16134,"UNICAMP","ES","Brasil","1"
19911,"UFMTISC","MT","Brasil","1"
6535,"PROURFAUUFRJ","RJ","Brasil","1"
17000,"SESSPCCD","SP","Brasil","1"
8861,"MARDANCAMPUS","","Paquistão","1"
19973,"UFFINFES","RJ","Brasil","1"
5041,"BETEL","DF","Brasil","1"
912,"FEAUSP","MS","Brasil","1"
8813,"OWU","","Japão","1"
5933,"FIORUZ","RJ","Brasil","1"
19561,"UNISAC","","Paraguai","1"
16774,"UNIBHAM","","Grã-Bretanha","1"
938,"UWIC","","Grã-Bretanha","1"
15423,"UNESCOUNB","DF","Brasil","1"
11677,"IEA","SP","Brasil","1"
2941,"KUNSTUNIVERSITAT","","Austria","1"
8276,"FAMEV","MT","Brasil","1"
12450,"TCU","","Japão","1"
10256,"CONELL","","Estados Unidos","1"
3656,"UEA","AL","Brasil","1"
2760,"MUSIC","","Estados Unidos","1"
11649,"TOKAI","","Japão","1"
13359,"BAC","","Estados Unidos","1"
9107,"ESTE1CIOFIC","","Brasil","1"
14684,"PIBICUFLA","MG","Brasil","1"
1390,"UFES","MG","Brasil","1"
9739,"ABMP","DF","Brasil","1"
7860,"ULLCLAJRIEII","BA","Brasil","1"
20987,"FATUN","","Brasil","1"
14118,"REDEBIONORTE","AP","Brasil","1"
1782,"U","","Espanha","1"
1933,"UWLAWSCHOOL","","Estados Unidos","1"
